id,region,sexo,edad,p72,p72_1,p72_1otr,p72_2,p73,p74,p74_1,p74_2,p74_3,p74_4,p74_4_bis,p75_1,p75_2,p75_3,p75_4,p76horas,p76minutos,horas_internet,minutos_internet,p77_1,p77_2,p77_3,p77_4,p77_5,p77_6,p77_7,p77_8,p77_9,p77_10,p78_1,p78_2,p78_3,p78_4,p78_5,p78_1_1,p78_1_2,p78_1_3,p78_1_4,p78_1_5,p78_2b,p78_3b_1,p78_3b,p79_1,p79_2,p79_3,p79_4,p79_5,p79_6,p79_7,p80horas,p80minutos,horas_redes,minutos_redes,p81,p81_1a,p81_1b,p81_1c,p81_1d,p81_1e,p81_1f,p81_1g,p81_1h,p81_1i,p81_1j,p81_1k,p81_1l,p82,p83,p84,p85,p85_1,p85_2,p85_3,p85_3_bis,p86,p87,p88,p89horas,p89minutos,horas_videojuegos,minutos_videojuegos,p90_1,p90_2,p90_3,p90_4,p91,p91_bis,minutos_radio_1,minutos_radio_total,horas_radio_total,minutos_musica_1,minutos_musica_total,horas_musica_total,minutos_diario_1,minutos_diario_total,horas_diario_total,minutos_tv_1,minutos_tv_total,horas_tv_total,minutos_internet_1,minutos_internet_total,horas_internet_total,minutos_redes_1,minutos_redes_total,horas_redes_total,minutos_videojuegos_1,minutos_videojuegos_total,horas_videojuegos_total
24,CENTRO,Mujer,15,SI,, ,NA,NA,SI,NA,,INCLUYE CABLE,NS/NC,NS/NC,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,NUNCA,2,NO USA,2,NO USA,NUNCA,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,SI,SI,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NO,NA, ,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,NUNCA,1,0,1,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,1,SI,1,SI,NO,NS/NC,NS/NC,0,SI,ALGUNOS DIAS POR SEMANA,1,0,1,0,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,0,0,0,0,0,120,120,2,0,0,0,120,120,2,120,120,2,60,60,1,60,60,1
25,CENTRO,Mujer,29,SI,, ,NA,NA,SI,NA,,INCLUYE CABLE,300,300,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,8,NO USA,8,NO USA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNA VEZ CADA 3 MESES,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,SI,SI,SI,NO,NO,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,NA,NA,NO,NA, ,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,4,0,4,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,2,NINGUNA,NO,1,SI,NO,400,400,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,480,480,8,0,15,0.25,180,180,3,480,480,8,240,240,4,0,0,0
26,CENTRO,Varón,14,SI,, ,NA,NA,SI,NA,,INCLUYE CABLE,NS/NC,NS/NC,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,1,NO USA,1,NO USA,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,NO,NO,NO,NO,ALGUNOS DIAS POR SEMANA,NA,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,0,30,0,30,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,2,1,SI,1,SI,SI,NS/NC,NS/NC,NS/NC,SI,ALGUNOS DIAS POR SEMANA,1,0,1,0,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,0,0,0,0,0,120,120,2,0,0,0,120,120,2,60,60,1,0,30,0.5,60,60,1
27,CENTRO,Mujer,34,SI,, ,NA,NA,SI,NA,,INCLUYE CABLE,NS/NC,NS/NC,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,10,NO USA,10,NO USA,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,SI,SI,NO,SI,NO,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NA,ALGUNA VEZ CADA 3 MESES,NA,NO,NA, ,NUNCA,ALGUNA VEZ CADA 3 MESES,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,ALGUNA VEZ CADA 3 MESES,ALGUNAS VECES AL MES,10,0,10,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,NINGUNA,1,NO,1,SI,SI,NS/NC,NS/NC,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,15,0.25,0,30,0.5,0,15,0.25,0,30,0.5,600,600,10,600,600,10,0,0,0
28,CENTRO,Mujer,46,SI,, ,NA,NA,SI,NA,,INCLUYE CABLE,900,900,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,3,NO USA,3,NO USA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,SI,SI,NO,SI,NO,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NA,ALGUNOS DIAS POR SEMANA,NA,NO,NA, ,NUNCA,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,1,0,1,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,2,1,NO,1,SI,SI,500,500,0,SI,ALGUNOS DIAS POR SEMANA,1,0,1,0,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,0,0,0,0,0,60,60,1,0,15,0.25,60,60,1,180,180,3,60,60,1,60,60,1
29,CENTRO,Mujer,76,NO,PORQUE NO APRENDI A USAR INTERNET, ,NO,NO,NA,NA,,NA,,0,NA,NA,NA,NA,,,0,NO USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,NA,NA,,,,,,,,,,,,1,NINGUNA,SI,NINGUNO,NA,NA,,0,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,120,120,2,0,0,0,60,60,1,180,180,3,0,0,0,0,0,0,0,0,0
30,CENTRO,Varón,34,SI,, ,NA,NA,SI,NA,,INCLUYE CABLE,500,500,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,0,30,0,30,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNA VEZ AL AÑO O MENOS,SI,NO,NO,NO,NO,ALGUNOS DIAS POR SEMANA,NA,NA,NA,NA,NO,NA, ,NUNCA,ALGUNA VEZ CADA 3 MESES,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,0,30,0,30,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,2,1,NO,1,SI,NO,400,400,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,30,0.5,0,30,0.5,0,10,0.166666667,60,90,1.5,0,30,0.5,0,30,0.5,0,0,0
31,CENTRO,Varón,19,SI,, ,NA,NA,SI,NA,,NS/NC,NS/NC,NS/NC,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,24,NO USA,24,NO USA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,2,0,2,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,1,NINGUNA,SI,1,SI,NO,NS/NC,NS/NC,NS/NC,SI,ALGUNOS DIAS POR SEMANA,5,30,5,30,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NS/NC,NS/NC,0,0,0,360,390,6.5,0,0,0,180,210,3.5,1440,1440,24,120,120,2,300,330,5.5
32,CENTRO,Varón,21,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,400,400,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,8,30,8,30,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,SI,SI,SI,NO,NO,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,NA,NA,NO,NA, ,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,2,0,2,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,1,1,SI,1,SI,SI,400,400,0,SI,ALGUNAS VECES AL MES,1,30,1,30,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,0,0,60,60,1,0,30,0.5,0,0,0,120,120,2,480,510,8.5,120,120,2,60,90,1.5
33,CENTRO,Varón,33,SI,, ,NA,NA,NO,SI,600,NA,,0,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,18,NO USA,18,NO USA,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,18,0,18,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,NINGUNA,NINGUNA,SI,1,SI,NO,200,200,0,SI,ALGUNOS DIAS POR SEMANA,1,0,1,0,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,0,0,180,180,3,240,240,4,0,20,0.333333333,180,180,3,1080,1080,18,1080,1080,18,60,60,1
34,CENTRO,Varón,45,SI,, ,NA,NA,NO,SI,NS/NC,NA,,0,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,8,NO USA,8,NO USA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,8,0,8,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,NINGUNA,NINGUNA,NO,1,NO,NA,NS/NC,NS/NC,0,SI,ALGUNAS VECES AL MES,0,30,0,30,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NS/NC,NS/NC,180,210,3.5,120,120,2,60,90,1.5,240,240,4,480,480,8,480,480,8,0,30,0.5
35,CENTRO,Varón,71,NO,PORQUE NO LE GUSTA, ,NO,SI,NO,NO,,NA,,0,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,1,NO USA,1,NO USA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NO,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,NS/NC,NA,,,,,,,,,,,,1,NINGUNA,SI,1,SI,NO,320,320,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,120,150,2.5,60,90,1.5,0,0,0,120,120,2,60,60,1,0,0,0,0,0,0
36,CENTRO,Mujer,19,SI,, ,NA,NA,NO,SI,NS/NC,NA,,0,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,24,NO USA,24,NO USA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,24,0,24,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,NINGUNA,NINGUNA,NO,1,SI,NO,NS/NC,NS/NC,NS/NC,SI,ALGUNOS DIAS POR SEMANA,2,0,2,0,NUNCA,TODOS O CASI TODOS LOS DIAS,NUNCA,NUNCA,NS/NC,NS/NC,120,150,2.5,180,180,3,0,0,0,180,180,3,1440,1440,24,1440,1440,24,120,120,2
37,CENTRO,Mujer,20,SI,, ,NA,NA,NO,SI,400,NA,,0,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,0,20,0,20,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,NO,NO,NO,NO,ALGUNOS DIAS POR SEMANA,NA,NA,NA,NA,NO,NA, ,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,0,20,0,20,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,NINGUNA,1,NO,4,SI,SI,0,0,0,SI,ALGUNAS VECES AL MES,3,0,3,0,NUNCA,NUNCA,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,0,0,120,150,2.5,120,150,2.5,0,0,0,300,300,5,0,20,0.333333333,0,20,0.333333333,180,180,3
38,CENTRO,Mujer,33,NO,PORQUE NO APRENDI A USAR INTERNET, ,NO,SI,SI,NA,,INCLUYE TELÉFONO,700,700,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,18,NO USA,18,NO USA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,3,0,3,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,NINGUNA,NINGUNA,SI,2,SI,SI,NS/NC,NS/NC,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,60,60,1,120,120,2,0,0,0,120,120,2,1080,1080,18,180,180,3,0,0,0
39,CENTRO,Mujer,45,NO,PORQUE NO LE INTERESA, ,NO,SI,NO,SI,480,NA,,0,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,5,NO USA,5,NO USA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNA VEZ AL AÑO O MENOS,NUNCA,4,0,4,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,1,NINGUNA,NO,1,SI,NO,250,250,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,60,60,1,0,45,0.75,60,60,1,120,120,2,300,300,5,240,240,4,0,0,0
40,CENTRO,Mujer,62,NO,PORQUE INTERNET ES CARO, ,NO,NO,NA,NA,,NA,,0,NA,NA,NA,NA,,,0,NO USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,NA,NA,,,,,,,,,,,,NINGUNA,NINGUNA,SI,NINGUNO,NA,NA,,0,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,720,720,12,420,420,7,0,0,0,120,150,2.5,0,0,0,0,0,0,0,0,0
41,NEA,Varón,17,SI,, ,NA,NA,NO,SI,500,NA,,0,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,2,30,2,30,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,2,30,2,30,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,NINGUNA,NINGUNA,NO,5,NO,NA,600,600,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,120,120,2,300,300,5,0,0,0,300,300,5,120,150,2.5,120,150,2.5,0,0,0
42,NEA,Varón,24,SI,, ,NA,NA,NO,SI,900,NA,,0,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,6,NO USA,6,NO USA,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NO,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,NS/NC,NA,,,,,,,,,,,,NINGUNA,NINGUNA,NO,2,SI,SI,500,500,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,120,120,2,240,240,4,0,30,0.5,300,300,5,360,360,6,0,0,0,0,0,0
43,NEA,Varón,35,SI,, ,NA,NA,NO,NO,,NA,,0,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,0,30,0,30,NUNCA,ALGUNA VEZ CADA 3 MESES,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,0,30,0,30,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,NINGUNA,NINGUNA,NO,1,SI,SI,200,200,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,120,120,2,240,240,4,0,0,0,240,240,4,0,30,0.5,0,30,0.5,0,0,0
44,NEA,Varón,48,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,500,500,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,1,NO USA,1,NO USA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NO,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,1,NINGUNA,SI,3,SI,SI,200,200,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,240,240,4,240,240,4,120,120,2,60,90,1.5,60,60,1,0,0,0,0,0,0
45,NEA,Varón,63,NO,PORQUE NO LE INTERESA, ,NO,NO,NA,NA,,NA,,0,NA,NA,NA,NA,,,0,NO USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,NA,NA,,,,,,,,,,,,NINGUNA,NINGUNA,SI,NINGUNO,NA,NA,,0,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,180,210,3.5,360,360,6,0,0,0,60,90,1.5,0,0,0,0,0,0,0,0,0
46,NEA,Mujer,19,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,500,500,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,6,30,6,30,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,SI,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NO,NA, ,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,2,0,2,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,NINGUNA,SI,5,SI,SI,300,300,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,60,60,1,180,180,3,0,0,0,120,120,2,360,390,6.5,120,120,2,0,0,0
47,NEA,Mujer,20,NO,PORQUE NO LO PUEDE PAGAR, ,NO,SI,NO,NO,,NA,,0,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,2,30,2,30,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NO,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,NS/NC,NA,,,,,,,,,,,,NINGUNA,NINGUNA,NO,1,SI,SI,200,200,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,120,150,2.5,60,60,1,180,180,3,120,150,2.5,0,0,0,0,0,0
48,NEA,Mujer,40,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,700,700,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,5,NO USA,5,NO USA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,SI,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,1,0,1,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,1,NINGUNA,SI,4,SI,SI,1500,1500,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,60,90,1.5,120,120,2,0,30,0.5,60,60,1,300,300,5,60,60,1,0,0,0
49,NEA,Mujer,55,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,650,650,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,1,NO USA,1,NO USA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,NO,NO,NO,NO,ALGUNA VEZ AL AÑO O MENOS,NA,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,1,0,1,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,1,NINGUNA,SI,3,SI,SI,400,400,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,240,240,4,240,240,4,120,120,2,360,390,6.5,60,60,1,60,60,1,0,0,0
50,NEA,Mujer,65,NO,POR FALTA DE TIEMPO, ,NO,SI,NO,SI,645,NA,,0,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,1,NO USA,1,NO USA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NO,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,NINGUNA,NINGUNA,NO,1,SI,SI,450,450,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,60,60,1,60,60,1,360,390,6.5,60,60,1,0,0,0,0,0,0
51,NEA,Varón,17,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,600,600,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNOS DIAS POR SEMANA,4,NO USA,4,NO USA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,SI,SI,NO,SI,NO,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NA,TODOS O CASI TODOS LOS DÍAS,NA,NO,NA, ,NUNCA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DÍAS,2,0,2,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,2,NINGUNA,SI,7,SI,SI,600,600,0,SI,ALGUNOS DIAS POR SEMANA,2,0,2,0,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DIAS,NUNCA,ALGUNOS DIAS POR SEMANA,30,30,120,120,2,120,120,2,60,60,1,0,30,0.5,240,240,4,120,120,2,120,120,2
